Class,Name,Party Code,State,Term End,Term Start,Session
1,Jerry Weller,R,Illinois,,,109
1,Jerry Costello,D,Illinois,,,109
1,Judy Biggert,R,Illinois,,,109
1,Dennis Hastert,R,Illinois,,,109
1,Timothy V. Johnson,R,Illinois,,,109
1,Donald Manzullo,R,Illinois,,,109
1,Lane Evans,D,Illinois,,,109
1,Ray LaHood,R,Illinois,,,109
1,John Shimkus,R,Illinois,,,109
1,Pete Visclosky,D,Indiana,,,109
2,Chris Chocola,R,Indiana,,,109
3,Mark Souder,R,Indiana,,,109
4,Steve Buyer,R,Indiana,,,109
5,Dan Burton,R,Indiana,,,109
6,Mike Pence,R,Indiana,,,109
7,Julia Carson,D,Indiana,,,109
8,John Hostettler,R,Indiana,,,109
9,Baron Hill,D,Indiana,,,109
1,Jim Nussle,R,Iowa,,,109
2,Jim Leach,R,Iowa,,,109
3,Leonard Boswell,D,Iowa,,,109
4,Tom Latham,R,Iowa,,,109
5,Steve King,R,Iowa,,,109
1,Jerry Moran,R,Kansas,,,109
2,Jim Ryun,R,Kansas,,,109
3,Dennis Moore,D,Kansas,,,109
4,Todd Tiahrt,R,Kansas,,,109
1,Ed Whitfield,R,Kentucky,,,109
2,Ron Lewis,R,Kentucky,,,109
3,Anne Northup,R,Kentucky,,,109
4,Ken Lucas,D,Kentucky,,,109
5,Hal Rogers,R,Kentucky,,,109
6,Ernie Fletcher,R,Kentucky,2003-12-09 00:00:00,,109
6,Ben Chandler,D,Kentucky,,2004-02-07 00:00:00,109
1,David Vitter,R,Louisiana,,,109
2,William J. Jefferson,D,Louisiana,,,109
3,W.J. Billy Tauzin,R,Louisiana,,,109
4,Jim McCrery,R,Louisiana,,,109
5,Rodney Alexander,D then R,Louisiana,,,109
6,Richard H. Baker,R,Louisiana,,,109
7,Christopher John,D,Louisiana,,,109
1,Tom Allen,D,Maine,,,109
2,Mike Michaud,D,Maine,,,109
1,Wayne Gilchrest,R,Maryland,,,109
2,Dutch Ruppersberger,D,Maryland,,,109
3,Ben Cardin,D,Maryland,,,109
4,Albert Wynn,D,Maryland,,,109
5,Steny Hoyer,D,Maryland,,,109
6,Roscoe Bartlett,R,Maryland,,,109
7,Elijah Cummings,D,Maryland,,,109
8,Chris Van Hollen,D,Maryland,,,109
1,John Olver,D,Massachusetts,,,109
2,Richard Neal,D,Massachusetts,,,109
3,Jim McGovern,D,Massachusetts,,,109
4,Barney Frank,D,Massachusetts,,,109
5,Marty Meehan,D,Massachusetts,,,109
6,John Tierney,D,Massachusetts,,,109
7,Ed Markey,D,Massachusetts,,,109
8,Mike Capuano,D,Massachusetts,,,109
9,Stephen Lynch,D,Massachusetts,,,109
1,Bill Delahunt,D,Massachusetts,,,109
1,Bart Stupak,D,Michigan,,,109
2,Peter Hoekstra,R,Michigan,,,109
3,Vern Ehlers,R,Michigan,,,109
4,David Lee Camp,R,Michigan,,,109
5,Dale Kildee,D,Michigan,,,109
6,Fred Upton,R,Michigan,,,109
7,Nick Smith,R,Michigan,,,109
8,Mike Rogers,R,Michigan,,,109
9,Joe Knollenberg,R,Michigan,,,109
1,Candice S. Miller,R,Michigan,,,109
1,Thaddeus McCotter,R,Michigan,,,109
1,Sander Levin,D,Michigan,,,109
1,Carolyn Cheeks Kilpatrick,D,Michigan,,,109
1,John Conyers,D,Michigan,,,109
1,John Dingell,D,Michigan,,,109
1,Gil Gutknecht,R,Minnesota,,,109
2,John Kline,R,Minnesota,,,109
3,Jim Ramstad,R,Minnesota,,,109
4,Betty McCollum,DFL,Minnesota,,,109
5,Martin Olav Sabo,DFL,Minnesota,,,109
6,Mark Kennedy,R,Minnesota,,,109
7,Collin Peterson,DFL,Minnesota,,,109
8,James Oberstar,DFL,Minnesota,,,109
1,Roger Wicker,R,Mississippi,,,109
2,Bennie Thompson,D,Mississippi,,,109
3,Chip Pickering,R,Mississippi,,,109
4,Gene Taylor,D,Mississippi,,,109
1,"William Lacy Clay, Jr.",D,Missouri,,,109
2,Todd Akin,R,Missouri,,,109
3,Dick Gephardt,D,Missouri,,,109
4,Ike Skelton,D,Missouri,,,109
5,Karen McCarthy,D,Missouri,,,109
6,Sam Graves,R,Missouri,,,109
7,Roy Blunt,R,Missouri,,,109
8,Jo Ann Emerson,R,Missouri,,,109
9,Kenny Hulshof,R,Missouri,,,109
A,Denny Rehberg,R,Montana,,,109
1,Doug Bereuter,R,Nebraska,,,109
2,Lee Terry,R,Nebraska,,,109
3,Tom Osborne,R,Nebraska,,,109
1,Shelley Berkley,D,Nevada,,,109
2,Jim Gibbons,R,Nevada,,,109
3,Jon Porter,R,Nevada,,,109
1,Jeb Bradley,R,New Hampshire,,,109
2,Charlie Bass,R,New Hampshire,,,109
1,Rob Andrews,D,New Jersey,,,109
2,Frank LoBiondo,R,New Jersey,,,109
3,H. James Saxton,R,New Jersey,,,109
4,Chris Smith,R,New Jersey,,,109
5,Scott Garrett,R,New Jersey,,,109
6,Frank Pallone,D,New Jersey,,,109
7,Mike Ferguson,R,New Jersey,,,109
8,"Bill Pascrell, Jr.",D,New Jersey,,,109
9,Steve Rothman,D,New Jersey,,,109
1,Donald M. Payne,D,New Jersey,,,109
1,Rodney Frelinghuysen,R,New Jersey,,,109
1,"Rush D. Holt, Jr.",D,New Jersey,,,109
1,Bob Menendez,D,New Jersey,,,109
1,Heather Wilson,R,New Mexico,,,109
2,Steve Pearce,R,New Mexico,,,109
3,Tom Udall,D,New Mexico,,,109
1,Tim Bishop,D,New York,,,109
2,Steve Israel,D,New York,,,109
3,Peter T. King,R,New York,,,109
4,Carolyn McCarthy,D,New York,,,109
5,Gary Ackerman,D,New York,,,109
6,Gregory W. Meeks,D,New York,,,109
7,Joseph Crowley,D,New York,,,109
8,Jerrold Nadler,D,New York,,,109
9,Anthony D. Weiner,D,New York,,,109
1,Edolphus Towns,D,New York,,,109
1,Major Owens,D,New York,,,109
1,Nydia Velázquez,D,New York,,,109
1,Vito Fossella,R,New York,,,109
1,Carolyn B. Maloney,D,New York,,,109
1,Charles Rangel,D,New York,,,109
1,José Serrano,D,New York,,,109
1,Eliot L. Engel,D,New York,,,109
1,Nita Lowey,D,New York,,,109
1,Sue W. Kelly,R,New York,,,109
2,John E. Sweeney,R,New York,,,109
2,Michael R. McNulty,D,New York,,,109
2,Maurice Hinchey,D,New York,,,109
2,John M. McHugh,R,New York,,,109
2,Sherwood Boehlert,R,New York,,,109
2,James T. Walsh,R,New York,,,109
2,Thomas M. Reynolds,R,New York,,,109
2,Jack Quinn,R,New York,,,109
2,Louise McIntosh Slaughter,D,New York,,,109
2,Amo Houghton,R,New York,,,109
1,Frank Ballance,D,North Carolina,,,109
G,K. Butterfield,D,North Carolina,,,109
2,Bob Etheridge,D,North Carolina,,,109
3,Walter B. Jones,R,North Carolina,,,109
4,David Price,D,North Carolina,,,109
5,Richard Burr,R,North Carolina,,,109
6,Howard Coble,R,North Carolina,,,109
7,Mike McIntyre,D,North Carolina,,,109
8,Robin Hayes,R,North Carolina,,,109
9,Sue Wilkins Myrick,R,North Carolina,,,109
1,Cass Ballenger,R,North Carolina,,,109
1,Charles H. Taylor,R,North Carolina,,,109
1,Mel Watt,D,North Carolina,,,109
1,Brad Miller,D,North Carolina,,,109
A,Earl Pomeroy,D,North Dakota,,,109
1,Steve Chabot,R,Ohio,,,109
2,Rob Portman,R,Ohio,,,109
3,Mike Turner,R,Ohio,,,109
4,Mike Oxley,R,Ohio,,,109
5,Paul Gillmor,R,Ohio,,,109
6,Ted Strickland,D,Ohio,,,109
7,Dave Hobson,R,Ohio,,,109
8,John Boehner,R,Ohio,,,109
9,Marcy Kaptur,D,Ohio,,,109
1,Dennis Kucinich,D,Ohio,,,109
1,Stephanie Tubbs Jones,D,Ohio,,,109
1,Pat Tiberi,R,Ohio,,,109
1,Sherrod Brown,D,Ohio,,,109
1,Steve LaTourette,R,Ohio,,,109
1,Deborah Pryce,R,Ohio,,,109
1,Ralph Regula,R,Ohio,,,109
1,Tim Ryan,D,Ohio,,,109
1,Bob Ney,R,Ohio,,,109
1,John Sullivan,R,Oklahoma,,,109
2,Brad Carson,D,Oklahoma,,,109
3,Frank Lucas,R,Oklahoma,,,109
4,Tom Cole,R,Oklahoma,,,109
5,Ernest Istook,R,Oklahoma,,,109
1,David Wu,D,Oregon,,,109
2,Greg Walden,R,Oregon,,,109
3,Earl Blumenauer,D,Oregon,,,109
4,Peter DeFazio,D,Oregon,,,109
5,Darlene Hooley,D,Oregon,,,109
1,Bob Brady,D,Pennsylvania,,,109
2,Chaka Fattah,D,Pennsylvania,,,109
3,Phil English,R,Pennsylvania,,,109
4,Melissa Hart,R,Pennsylvania,,,109
5,John E. Peterson,R,Pennsylvania,,,109
6,Jim Gerlach,R,Pennsylvania,,,109
7,Curt Weldon,R,Pennsylvania,,,109
8,James C. Greenwood,R,Pennsylvania,,,109
9,Bill Shuster,R,Pennsylvania,,,109
1,Don Sherwood,R,Pennsylvania,,,109
1,Paul Kanjorski,D,Pennsylvania,,,109
1,John Murtha,D,Pennsylvania,,,109
1,Joseph M. Hoeffel,D,Pennsylvania,,,109
1,Michael F. Doyle,D,Pennsylvania,,,109
1,Patrick Toomey,R,Pennsylvania,,,109
1,Joseph R. Pitts,R,Pennsylvania,,,109
1,Tim Holden,D,Pennsylvania,,,109
1,Tim Murphy,R,Pennsylvania,,,109
1,Todd Russell Platts,R,Pennsylvania,,,109
1,Patrick J. Kennedy,D,Rhode Island,,,109
2,James Langevin,D,Rhode Island,,,109
1,"Henry E. Brown, Jr.",R,South Carolina,,,109
2,Joe Wilson,R,South Carolina,,,109
3,Gresham Barrett,R,South Carolina,,,109
4,Jim DeMint,R,South Carolina,,,109
5,John Spratt,D,South Carolina,,,109
6,Jim Clyburn,D,South Carolina,,,109
A,Bill Janklow,R,South Dakota,2004-01-20 00:00:00,,109
A,Stephanie Herseth,D,South Dakota,,2004-06-01 00:00:00,109
1,William L. Jenkins,R,Tennessee,,,109
2,John Duncan,R,Tennessee,,,109
3,Zach Wamp,R,Tennessee,,,109
4,Lincoln Davis,D,Tennessee,,,109
5,Jim Cooper,D,Tennessee,,,109
6,Bart Gordon,D,Tennessee,,,109
7,Marsha Blackburn,R,Tennessee,,,109
8,John S. Tanner,D,Tennessee,,,109
9,"Harold Ford, Jr.",D,Tennessee,,,109
1,Max Sandlin,D,Texas,,,109
2,Jim Turner,D,Texas,,,109
3,Sam Johnson,R,Texas,,,109
4,Ralph Hall,D then R,Texas,,,109
5,Jeb Hensarling,R,Texas,,,109
6,Joe Barton,R,Texas,,,109
7,John Culberson,R,Texas,,,109
8,Kevin Brady,R,Texas,,,109
9,Nick Lampson,D,Texas,,,109
1,Lloyd Doggett,D,Texas,,,109
1,Chet Edwards,D,Texas,,,109
1,Kay Granger,R,Texas,,,109
1,Mac Thornberry,R,Texas,,,109
1,Ron Paul,R,Texas,,,109
1,Rubén Hinojosa,D,Texas,,,109
1,Silvestre Reyes,D,Texas,,,109
1,Charles Stenholm,D,Texas,,,109
1,Sheila Jackson-Lee,D,Texas,,,109
1,Larry Combest,R,Texas,2003-05-31 00:00:00,,109
1,Randy Neugebauer,R,Texas,,2003-06-05 00:00:00,109
2,Charlie Gonzalez,D,Texas,,,109
2,Lamar S. Smith,R,Texas,,,109
2,Tom DeLay,R,Texas,,,109
2,Henry Bonilla,R,Texas,,,109
2,Martin Frost,D,Texas,,,109
2,Chris Bell,D,Texas,,,109
2,Michael C. Burgess,R,Texas,,,109
2,Solomon P. Ortiz,D,Texas,,,109
2,Ciro Rodriguez,D,Texas,,,109
2,Gene Green,D,Texas,,,109
3,Eddie Bernice Johnson,D,Texas,,,109
3,John Carter,R,Texas,,,109
3,Pete Sessions,R,Texas,,,109
1,Rob Bishop,R,Utah,,,109
2,Jim Matheson,D,Utah,,,109
3,Chris Cannon,R,Utah,,,109
A,Bernie Sanders,I,Vermont,,,109
1,Jo Ann Davis,R,Virginia,,,109
2,Edward L. Schrock,R,Virginia,,,109
3,Robert C. Scott,D,Virginia,,,109
4,Randy Forbes,R,Virginia,,,109
5,Virgil Goode,R,Virginia,,,109
6,Bob Goodlatte,R,Virginia,,,109
7,Eric Cantor,R,Virginia,,,109
8,Jim Moran,D,Virginia,,,109
9,Rick Boucher,D,Virginia,,,109
1,Frank Wolf,R,Virginia,,,109
1,Thomas M. Davis,R,Virginia,,,109
1,Jay Inslee,D,Washington,,,109
2,Rick Larsen,D,Washington,,,109
3,Brian Baird,D,Washington,,,109
4,Doc Hastings,R,Washington,,,109
5,George Nethercutt,R,Washington,,,109
6,Norman D. Dicks,D,Washington,,,109
7,Jim McDermott,D,Washington,,,109
8,Jennifer Dunn,R,Washington,,,109
9,Adam Smith,D,Washington,,,109
1,Alan Mollohan,D,West Virginia,,,109
2,Shelley Moore Capito,R,West Virginia,,,109
3,Nick Rahall,D,West Virginia,,,109
1,Paul Ryan,R,Wisconsin,,,109
2,Tammy Baldwin,D,Wisconsin,,,109
3,Ron Kind,D,Wisconsin,,,109
4,Gerald D. Kleczka,D,Wisconsin,,,109
5,Jim Sensenbrenner,R,Wisconsin,,,109
6,Tom Petri,R,Wisconsin,,,109
7,Dave Obey,D,Wisconsin,,,109
8,Mark Green,R,Wisconsin,,,109
A,Barbara Cubin,R,Wyoming,,,109
A,Samoa: Eni F.H. Faleomavaega,D,Non-voting members,,,109
D,of Columbia: Eleanor Holmes Norton,D,Non-voting members,,,109
G,Madeleine Z. Bordallo,D,Non-voting members,,,109
P,Rico: Aníbal Acevedo-Vilá,D/PPD,Non-voting members,,,109
V,Islands: Donna Christian-Christensen,D,Non-voting members,,,109
1,Jo Bonner,R,Alabama,,,110
2,Terry Everett,R,Alabama,,,110
3,Mike D. Rogers,R,Alabama,,,110
4,Robert Aderholt,R,Alabama,,,110
5,Bud Cramer,D,Alabama,,,110
6,Spencer Bachus,R,Alabama,,,110
7,Artur Davis,D,Alabama,,,110
A,Don Young,R,Alaska,,,110
1,Rick Renzi,R,Arizona,,,110
2,Trent Franks,R,Arizona,,,110
3,John Shadegg,R,Arizona,,,110
4,Ed Pastor,D,Arizona,,,110
5,J.D. Hayworth,R,Arizona,,,110
6,Jeff Flake,R,Arizona,,,110
7,Raúl M. Grijalva,D,Arizona,,,110
8,Jim Kolbe,R,Arizona,,,110
1,Marion Berry,D,Arkansas,,,110
2,Vic Snyder,D,Arkansas,,,110
3,John Boozman,R,Arkansas,,,110
4,Mike Ross,D,Arkansas,,,110
1,Mike Thompson,D,California,,,110
2,Wally Herger,R,California,,,110
3,Dan Lungren,R,California,,,110
4,John Doolittle,R,California,,,110
5,,Vacant,California,2005-03-09 00:00:00,,110
5,Doris Matsui,D,California,,2005-03-10 00:00:00,110
6,Lynn Woolsey,D,California,,,110
7,George Miller,D,California,,,110
8,Nancy Pelosi,D,California,,,110
9,Barbara Lee,D,California,,,110
1,Ellen Tauscher,D,California,,,110
1,Richard Pombo,R,California,,,110
1,Tom Lantos,D,California,,,110
1,Pete Stark,D,California,,,110
1,Anna Eshoo,D,California,,,110
1,Mike Honda,D,California,,,110
1,Zoe Lofgren,D,California,,,110
1,Sam Farr,D,California,,,110
1,Dennis Cardoza,D,California,,,110
1,George Radanovich,R,California,,,110
2,Jim Costa,D,California,,,110
2,Devin Nunes,R,California,,,110
2,Bill Thomas,R,California,,,110
2,Lois Capps,D,California,,,110
2,Elton Gallegly,R,California,,,110
2,Howard McKeon,R,California,,,110
2,David Dreier,R,California,,,110
2,Brad Sherman,D,California,,,110
2,Howard Berman,D,California,,,110
2,Adam Schiff,D,California,,,110
3,Henry Waxman,D,California,,,110
3,Xavier Becerra,D,California,,,110
3,Hilda Solis,D,California,,,110
3,Diane Watson,D,California,,,110
3,Lucille Roybal-Allard,D,California,,,110
3,Maxine Waters,D,California,,,110
3,Jane Harman,D,California,,,110
3,Juanita Millender-McDonald,D,California,,,110
3,Grace Napolitano,D,California,,,110
3,Linda Sánchez,D,California,,,110
4,Edward R. Royce,R,California,,,110
4,Jerry Lewis,R,California,,,110
4,Gary Miller,R,California,,,110
4,Joe Baca,D,California,,,110
4,Ken Calvert,R,California,,,110
4,Mary Bono,R,California,,,110
4,Dana Rohrabacher,R,California,,,110
4,Loretta Sanchez,D,California,,,110
4,Christopher Cox,R,California,,,110
4,John Campbell,R,California,,2005-12-07 00:00:00,110
4,Darrell Issa,R,California,,,110
5,"Randy ""Duke"" Cunningham",R,California,2005-12-01 00:00:00,,110
5,Brian Bilbray,R,California,,2006-06-13 00:00:00,110
5,Bob Filner,D,California,,,110
5,Duncan Hunter,R,California,,,110
5,Susan Davis,D,California,,,110
1,Diana DeGette,D,Colorado,,,110
2,Mark Udall,D,Colorado,,,110
3,John Salazar,D,Colorado,,,110
4,Marilyn Musgrave,R,Colorado,,,110
5,Joel Hefley,R,Colorado,,,110
6,Thomas G. Tancredo,R,Colorado,,,110
7,Bob Beauprez,R,Colorado,,,110
1,John Larson,D,Connecticut,,,110
2,Rob Simmons,R,Connecticut,,,110
3,Rosa DeLauro,D,Connecticut,,,110
4,Christopher Shays,R,Connecticut,,,110
5,Nancy Johnson,R,Connecticut,,,110
A,Michael N. Castle,R,Delaware,,,110
1,Jeff Miller,R,Florida,,,110
2,Allen Boyd,D,Florida,,,110
3,Corrine Brown,D,Florida,,,110
4,Ander Crenshaw,R,Florida,,,110
5,Ginny Brown-Waite,R,Florida,,,110
6,Cliff Stearns,R,Florida,,,110
7,John Mica,R,Florida,,,110
8,Ric Keller,R,Florida,,,110
9,Michael Bilirakis,R,Florida,,,110
1,Bill Young,R,Florida,,,110
1,Jim Davis,D,Florida,,,110
1,Adam Putnam,R,Florida,,,110
1,Katherine Harris,R,Florida,,,110
1,Connie Mack IV,R,Florida,,,110
1,Dave Weldon,R,Florida,,,110
1,Mark Foley,R,Florida,,,110
1,Kendrick Meek,D,Florida,,,110
1,Ileana Ros-Lehtinen,R,Florida,,,110
1,Robert Wexler,D,Florida,,,110
2,Debbie Wasserman Schultz,D,Florida,,,110
2,Lincoln Diaz-Balart,R,Florida,,,110
2,Clay Shaw,R,Florida,,,110
2,Alcee Hastings,D,Florida,,,110
2,Tom Feeney,R,Florida,,,110
2,Mario Diaz-Balart,R,Florida,,,110
1,Jack Kingston,R,Georgia,,,110
2,Sanford Bishop,D,Georgia,,,110
3,Jim Marshall,D,Georgia,,,110
4,Cynthia McKinney,D,Georgia,,,110
5,John Lewis,D,Georgia,,,110
6,Tom Price,R,Georgia,,,110
7,John Linder,R,Georgia,,,110
8,Lynn Westmoreland,R,Georgia,,,110
9,Charlie Norwood,R,Georgia,,,110
1,Nathan Deal,R,Georgia,,,110
1,Phil Gingrey,R,Georgia,,,110
1,John Barrow,D,Georgia,,,110
1,David Scott,D,Georgia,,,110
1,Neil Abercrombie,D,Hawaii,,,110
2,Ed Case,D,Hawaii,,,110
1,C. L. Otter,R,Idaho,,,110
2,Michael K. Simpson,R,Idaho,,,110
1,Bobby Rush,D,Illinois,,,110
2,"Jesse Jackson, Jr.",D,Illinois,,,110
3,Dan Lipinski,D,Illinois,,,110
4,Luis Gutierrez,D,Illinois,,,110
5,Rahm Emanuel,D,Illinois,,,110
6,Henry Hyde,R,Illinois,,,110
7,Danny K. Davis,D,Illinois,,,110
8,Melissa Bean,D,Illinois,,,110
9,Janice D. Schakowsky,D,Illinois,,,110
1,Mark Steven Kirk,R,Illinois,,,110
1,Jerry Weller,R,Illinois,,,110
1,Jerry Costello,D,Illinois,,,110
1,Judy Biggert,R,Illinois,,,110
1,Dennis Hastert,R,Illinois,,,110
1,Timothy V. Johnson,R,Illinois,,,110
1,Donald Manzullo,R,Illinois,,,110
1,Lane Evans,D,Illinois,,,110
1,Ray LaHood,R,Illinois,,,110
1,John Shimkus,R,Illinois,,,110
1,Pete Visclosky,D,Indiana,,,110
2,Chris Chocola,R,Indiana,,,110
3,Mark Souder,R,Indiana,,,110
4,Steve Buyer,R,Indiana,,,110
5,Dan Burton,R,Indiana,,,110
6,Mike Pence,R,Indiana,,,110
7,Julia Carson,D,Indiana,,,110
8,John Hostettler,R,Indiana,,,110
9,Mike Sodrel,R,Indiana,,,110
1,Jim Nussle,R,Iowa,,,110
2,Jim Leach,R,Iowa,,,110
3,Leonard Boswell,D,Iowa,,,110
4,Tom Latham,R,Iowa,,,110
5,Steve King,R,Iowa,,,110
1,Jerry Moran,R,Kansas,,,110
2,Jim Ryun,R,Kansas,,,110
3,Dennis Moore,D,Kansas,,,110
4,Todd Tiahrt,R,Kansas,,,110
1,Ed Whitfield,R,Kentucky,,,110
2,Ron Lewis,R,Kentucky,,,110
3,Anne Northup,R,Kentucky,,,110
4,Geoff Davis,R,Kentucky,,,110
5,Hal Rogers,R,Kentucky,,,110
6,Ben Chandler,D,Kentucky,,,110
1,Bobby Jindal,R,Louisiana,,,110
2,William J. Jefferson,D,Louisiana,,,110
3,Charlie Melancon,D,Louisiana,,,110
4,Jim McCrery,R,Louisiana,,,110
5,Rodney Alexander,R,Louisiana,,,110
6,Richard H. Baker,R,Louisiana,,,110
7,Charles Boustany,R,Louisiana,,,110
1,Tom Allen,D,Maine,,,110
2,Mike Michaud,D,Maine,,,110
1,Wayne Gilchrest,R,Maryland,,,110
2,Dutch Ruppersberger,D,Maryland,,,110
3,Ben Cardin,D,Maryland,,,110
4,Albert Wynn,D,Maryland,,,110
5,Steny Hoyer,D,Maryland,,,110
6,Roscoe Bartlett,R,Maryland,,,110
7,Elijah Cummings,D,Maryland,,,110
8,Chris Van Hollen,D,Maryland,,,110
1,John Olver,D,Massachusetts,,,110
2,Richard Neal,D,Massachusetts,,,110
3,Jim McGovern,D,Massachusetts,,,110
4,Barney Frank,D,Massachusetts,,,110
5,Marty Meehan,D,Massachusetts,,,110
6,John Tierney,D,Massachusetts,,,110
7,Ed Markey,D,Massachusetts,,,110
8,Mike Capuano,D,Massachusetts,,,110
9,Stephen Lynch,D,Massachusetts,,,110
1,Bill Delahunt,D,Massachusetts,,,110
1,Bart Stupak,D,Michigan,,,110
2,Peter Hoekstra,R,Michigan,,,110
3,Vern Ehlers,R,Michigan,,,110
4,David Lee Camp,R,Michigan,,,110
5,Dale Kildee,D,Michigan,,,110
6,Fred Upton,R,Michigan,,,110
7,Joe Schwarz,R,Michigan,,,110
8,Mike Rogers,R,Michigan,,,110
9,Joe Knollenberg,R,Michigan,,,110
1,Candice S. Miller,R,Michigan,,,110
1,Thaddeus McCotter,R,Michigan,,,110
1,Sander Levin,D,Michigan,,,110
1,Carolyn Cheeks Kilpatrick,D,Michigan,,,110
1,John Conyers,D,Michigan,,,110
1,John Dingell,D,Michigan,,,110
1,Gil Gutknecht,R,Minnesota,,,110
2,John Kline,R,Minnesota,,,110
3,Jim Ramstad,R,Minnesota,,,110
4,Betty McCollum,DFL,Minnesota,,,110
5,Martin Olav Sabo,DFL,Minnesota,,,110
6,Mark Kennedy,R,Minnesota,,,110
7,Collin Peterson,DFL,Minnesota,,,110
8,James Oberstar,DFL,Minnesota,,,110
1,Roger Wicker,R,Mississippi,,,110
2,Bennie Thompson,D,Mississippi,,,110
3,Chip Pickering,R,Mississippi,,,110
4,Gene Taylor,D,Mississippi,,,110
1,"William Lacy Clay, Jr.",D,Missouri,,,110
2,Todd Akin,R,Missouri,,,110
3,Russ Carnahan,D,Missouri,,,110
4,Ike Skelton,D,Missouri,,,110
5,Emanuel Cleaver,D,Missouri,,,110
6,Sam Graves,R,Missouri,,,110
7,Roy Blunt,R,Missouri,,,110
8,Jo Ann Emerson,R,Missouri,,,110
9,Kenny Hulshof,R,Missouri,,,110
A,Denny Rehberg,R,Montana,,,110
1,Jeff Fortenberry,R,Nebraska,,,110
2,Lee Terry,R,Nebraska,,,110
3,Tom Osborne,R,Nebraska,,,110
1,Shelley Berkley,D,Nevada,,,110
2,Jim Gibbons,R,Nevada,,,110
3,Jon Porter,R,Nevada,,,110
1,Jeb Bradley,R,New Hampshire,,,110
2,Charlie Bass,R,New Hampshire,,,110
1,Rob Andrews,D,New Jersey,,,110
2,Frank LoBiondo,R,New Jersey,,,110
3,Jim Saxton,R,New Jersey,,,110
4,Chris Smith,R,New Jersey,,,110
5,Scott Garrett,R,New Jersey,,,110
6,Frank Pallone,D,New Jersey,,,110
7,Mike Ferguson,R,New Jersey,,,110
8,Bill Pascrell Jr.,D,New Jersey,,,110
9,Steve Rothman,D,New Jersey,,,110
1,Donald M. Payne,D,New Jersey,,,110
1,Rodney Frelinghuysen,R,New Jersey,,,110
1,Rush D. Holt Jr.,D,New Jersey,,,110
1,Bob Menendez,D,New Jersey,2006-01-17 00:00:00,,110
1,Albio Sires,D,New Jersey,,2006-11-13 00:00:00,110
1,Heather Wilson,R,New Mexico,,,110
2,Steve Pearce,R,New Mexico,,,110
3,Tom Udall,D,New Mexico,,,110
1,Tim Bishop,D,New York,,,110
2,Steve Israel,D,New York,,,110
3,Peter T. King,R,New York,,,110
4,Carolyn McCarthy,D,New York,,,110
5,Gary Ackerman,D,New York,,,110
6,Gregory W. Meeks,D,New York,,,110
7,Joseph Crowley,D,New York,,,110
8,Jerrold Nadler,D,New York,,,110
9,Anthony D. Weiner,D,New York,,,110
1,Ed Towns,D,New York,,,110
1,Major Owens,D,New York,,,110
1,Nydia Velázquez,D,New York,,,110
1,Vito Fossella,R,New York,,,110
1,Carolyn B. Maloney,D,New York,,,110
1,Charles B. Rangel,D,New York,,,110
1,José Serrano,D,New York,,,110
1,Eliot L. Engel,D,New York,,,110
1,Nita Lowey,D,New York,,,110
1,Sue W. Kelly,R,New York,,,110
2,John E. Sweeney,R,New York,,,110
2,Michael R. McNulty,D,New York,,,110
2,Maurice Hinchey,D,New York,,,110
2,John M. McHugh,R,New York,,,110
2,Sherwood Boehlert,R,New York,,,110
2,Jim Walsh,R,New York,,,110
2,Tom Reynolds,R,New York,,,110
2,Brian Higgins,D,New York,,,110
2,Louise McIntosh Slaughter,D,New York,,,110
2,Randy Kuhl,R,New York,,,110
1,G. K. Butterfield,D,North Carolina,,,110
2,Bob Etheridge,D,North Carolina,,,110
3,Walter B. Jones,R,North Carolina,,,110
4,David Price,D,North Carolina,,,110
5,Virginia Foxx,R,North Carolina,,,110
6,Howard Coble,R,North Carolina,,,110
7,Mike McIntyre,D,North Carolina,,,110
8,Robin Hayes,R,North Carolina,,,110
9,Sue Wilkins Myrick,R,North Carolina,,,110
1,Patrick McHenry,R,North Carolina,,,110
1,Charles H. Taylor,R,North Carolina,,,110
1,Mel Watt,D,North Carolina,,,110
1,Brad Miller,D,North Carolina,,,110
A,Earl Pomeroy,D,North Dakota,,,110
1,Steve Chabot,R,Ohio,,,110
2,Rob Portman,R,Ohio,2005-04-29 00:00:00,,110
2,Jean Schmidt,R,Ohio,,2005-09-06 00:00:00,110
3,Michael R. Turner,R,Ohio,,,110
4,Michael G. Oxley,R,Ohio,,,110
5,Paul E. Gillmor,R,Ohio,,,110
6,Ted Strickland,D,Ohio,,,110
7,David L. Hobson,R,Ohio,,,110
8,John A. Boehner,R,Ohio,,,110
9,Marcia C. Kaptur,D,Ohio,,,110
1,Dennis J. Kucinich,D,Ohio,,,110
1,Stephanie Tubbs Jones,D,Ohio,,,110
1,Patrick J. Tiberi,R,Ohio,,,110
1,Sherrod Brown,D,Ohio,,,110
1,Steve LaTourette,R,Ohio,,,110
1,Deborah D. Pryce,R,Ohio,,,110
1,Ralph S. Regula,R,Ohio,,,110
1,Timothy J. Ryan,D,Ohio,,,110
1,Robert W. Ney,R,Ohio,,,110
1,John Sullivan,R,Oklahoma,,,110
2,Dan Boren,D,Oklahoma,,,110
3,Frank Lucas,R,Oklahoma,,,110
4,Tom Cole,R,Oklahoma,,,110
5,Ernest Istook,R,Oklahoma,,,110
1,David Wu,D,Oregon,,,110
